id,table_id,created_at,updated_at,tblidx,wsznametext,bysell_type,tab_name,dwneedmileage,aitem_tblidx_0,aneeditemtblidx_0,abyneeditemstack_0,adwneedzenny_0,aitem_tblidx_1,aneeditemtblidx_1,abyneeditemstack_1,adwneedzenny_1,aitem_tblidx_2,aneeditemtblidx_2,abyneeditemstack_2,adwneedzenny_2,aitem_tblidx_3,aneeditemtblidx_3,abyneeditemstack_3,adwneedzenny_3,aitem_tblidx_4,aneeditemtblidx_4,abyneeditemstack_4,adwneedzenny_4,aitem_tblidx_5,aneeditemtblidx_5,abyneeditemstack_5,adwneedzenny_5,aitem_tblidx_6,aneeditemtblidx_6,abyneeditemstack_6,adwneedzenny_6,aitem_tblidx_7,aneeditemtblidx_7,abyneeditemstack_7,adwneedzenny_7,aitem_tblidx_8,aneeditemtblidx_8,abyneeditemstack_8,adwneedzenny_8,aitem_tblidx_9,aneeditemtblidx_9,abyneeditemstack_9,adwneedzenny_9,aitem_tblidx_10,aneeditemtblidx_10,abyneeditemstack_10,adwneedzenny_10,aitem_tblidx_11,aneeditemtblidx_11,abyneeditemstack_11,adwneedzenny_11,aitem_tblidx_12,aneeditemtblidx_12,abyneeditemstack_12,adwneedzenny_12,aitem_tblidx_13,aneeditemtblidx_13,abyneeditemstack_13,adwneedzenny_13,aitem_tblidx_14,aneeditemtblidx_14,abyneeditemstack_14,adwneedzenny_14,aitem_tblidx_15,aneeditemtblidx_15,abyneeditemstack_15,adwneedzenny_15,aitem_tblidx_16,aneeditemtblidx_16,abyneeditemstack_16,adwneedzenny_16,aitem_tblidx_17,aneeditemtblidx_17,abyneeditemstack_17,adwneedzenny_17,aitem_tblidx_18,aneeditemtblidx_18,abyneeditemstack_18,adwneedzenny_18,aitem_tblidx_19,aneeditemtblidx_19,abyneeditemstack_19,adwneedzenny_19,aitem_tblidx_20,aneeditemtblidx_20,abyneeditemstack_20,adwneedzenny_20,aitem_tblidx_21,aneeditemtblidx_21,abyneeditemstack_21,adwneedzenny_21,aitem_tblidx_22,aneeditemtblidx_22,abyneeditemstack_22,adwneedzenny_22,aitem_tblidx_23,aneeditemtblidx_23,abyneeditemstack_23,adwneedzenny_23,aitem_tblidx_24,aneeditemtblidx_24,abyneeditemstack_24,adwneedzenny_24,aitem_tblidx_25,aneeditemtblidx_25,abyneeditemstack_25,adwneedzenny_25,aitem_tblidx_26,aneeditemtblidx_26,abyneeditemstack_26,adwneedzenny_26,aitem_tblidx_27,aneeditemtblidx_27,abyneeditemstack_27,adwneedzenny_27,aitem_tblidx_28,aneeditemtblidx_28,abyneeditemstack_28,adwneedzenny_28,aitem_tblidx_29,aneeditemtblidx_29,abyneeditemstack_29,adwneedzenny_29,aitem_tblidx_30,aneeditemtblidx_30,abyneeditemstack_30,adwneedzenny_30,aitem_tblidx_31,aneeditemtblidx_31,abyneeditemstack_31,adwneedzenny_31,aitem_tblidx_32,aneeditemtblidx_32,abyneeditemstack_32,adwneedzenny_32,aitem_tblidx_33,aneeditemtblidx_33,abyneeditemstack_33,adwneedzenny_33,aitem_tblidx_34,aneeditemtblidx_34,abyneeditemstack_34,adwneedzenny_34,aitem_tblidx_35,aneeditemtblidx_35,abyneeditemstack_35,adwneedzenny_35
bcf018f8-f76e-435a-8306-26672da7b3a6,6b92b60f-ecc6-45e5-bb7d-e9ca23e92384,"2025-03-09 08:13:15.981286","2025-03-09 08:13:15.981286",99,Warehouse,3,99,4294967295,19991,4294967295,255,0,19992,4294967295,255,0,19993,4294967295,255,0,19994,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0
14f59007-f0e9-4a2a-b144-8263f0738f95,6b92b60f-ecc6-45e5-bb7d-e9ca23e92384,"2025-03-09 08:13:15.981286","2025-03-09 08:13:15.981286",1001,스카우터,7,1001,4294967295,572011,4294967295,255,0,572016,4294967295,255,0,572021,4294967295,255,0,572012,4294967295,255,0,572017,4294967295,255,0,572022,4294967295,255,0,572013,4294967295,255,0,572018,4294967295,255,0,572023,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0
697328b7-fe0b-4f00-89fd-2eb6b7f5f152,6b92b60f-ecc6-45e5-bb7d-e9ca23e92384,"2025-03-09 08:13:15.981286","2025-03-09 08:13:15.981286",1002,회복약,7,1002,4294967295,304018,4294967295,255,0,304022,4294967295,255,0,18111,4294967295,255,0,18115,4294967295,255,0,304025,4294967295,255,0,304026,4294967295,255,0,304008,4294967295,255,0,304010,4294967295,255,0,304011,4294967295,255,0,304013,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0
c3d57b25-c3ae-495a-9d7c-3ab1813ff919,6b92b60f-ecc6-45e5-bb7d-e9ca23e92384,"2025-03-09 08:13:15.981286","2025-03-09 08:13:15.981286",1003,비클,7,1003,4294967295,90,4294967295,255,0,91,4294967295,255,0,92,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0
85854e93-1587-464b-872a-14dbb4d6ab90,6b92b60f-ecc6-45e5-bb7d-e9ca23e92384,"2025-03-09 08:13:15.981286","2025-03-09 08:13:15.981286",1004,기타,7,1004,4294967295,303003,4294967295,255,0,303005,4294967295,255,0,303007,4294967295,255,0,303000,4294967295,255,0,303001,4294967295,255,0,303002,4294967295,255,0,303004,4294967295,255,0,303006,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0
ac44399f-fd6f-4d6f-a3a4-d347fa79aeb3,6b92b60f-ecc6-45e5-bb7d-e9ca23e92384,"2025-03-09 08:13:15.981286","2025-03-09 08:13:15.981286",11511,너클,0,11511,4294967295,505001,4294967295,255,0,505002,4294967295,255,0,505003,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0
fad1c43a-ade1-4738-84a8-490d22c8f2c3,6b92b60f-ecc6-45e5-bb7d-e9ca23e92384,"2025-03-09 08:13:15.981286","2025-03-09 08:13:15.981286",11512,글러브,0,11512,4294967295,500001,4294967295,255,0,501001,4294967295,255,0,502001,4294967295,255,0,500002,4294967295,255,0,501002,4294967295,255,0,502002,4294967295,255,0,500003,4294967295,255,0,501003,4294967295,255,0,502003,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0
73f09c5e-a4e7-42d2-b850-46194dd21bc0,6b92b60f-ecc6-45e5-bb7d-e9ca23e92384,"2025-03-09 08:13:15.981286","2025-03-09 08:13:15.981286",11521,무도가용,0,11521,4294967295,522001,4294967295,255,0,522002,4294967295,255,0,522003,4294967295,255,0,522004,4294967295,255,0,522005,4294967295,255,0,522006,4294967295,255,0,522007,4294967295,255,0,522008,4294967295,255,0,522009,4294967295,255,0,522010,4294967295,255,0,522011,4294967295,255,0,522012,4294967295,255,0,522013,4294967295,255,0,522014,4294967295,255,0,522015,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0
2ccc0ca7-f1e2-4f97-94e5-83206eb3fb62,6b92b60f-ecc6-45e5-bb7d-e9ca23e92384,"2025-03-09 08:13:15.981286","2025-03-09 08:13:15.981286",11522,기공사용,0,11522,4294967295,523001,4294967295,255,0,523002,4294967295,255,0,523003,4294967295,255,0,523004,4294967295,255,0,523005,4294967295,255,0,523006,4294967295,255,0,523007,4294967295,255,0,523008,4294967295,255,0,523009,4294967295,255,0,523010,4294967295,255,0,523011,4294967295,255,0,523012,4294967295,255,0,523013,4294967295,255,0,523014,4294967295,255,0,523015,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0
d56565c4-8a14-4d55-bb01-5a42204eac9b,6b92b60f-ecc6-45e5-bb7d-e9ca23e92384,"2025-03-09 08:13:15.981286","2025-03-09 08:13:15.981286",11531,본체,0,11531,4294967295,532001,4294967295,255,0,532010,4294967295,255,0,532011,4294967295,255,0,532012,4294967295,255,0,532013,4294967295,255,0,532014,4294967295,255,0,532015,4294967295,255,0,532016,4294967295,255,0,532017,4294967295,255,0,532018,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0,4294967295,4294967295,255,0
